study_id,StudyClass,Treatment Focus (Study level),Total N Randomized (Study level),Outcome,Outcome Measure,Comparison,NCPTSD Treatment Names,Assessment Point Category,Assessment Point,Analysis Type,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Military Status (Study level),Active Duty Military (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
bryant2008_STAIS_AvsB_26_ITT_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs B,Imaginal exposure vs In vivo exposure,Assessment at 6 to <12 Months,26,ITT,,Hedges' g,0.29,95% CI,-0.22,0.81,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsC_0_Comp_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs C,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,Completer,,Hedges' g,0.31,95% CI,-0.29,0.9,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsC_0_ITT_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs C,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Hedges' g,0.11,95% CI,-0.39,0.61,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsC_26_Comp_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs C,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,Completer,,Hedges' g,0.17,95% CI,-0.44,0.77,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsC_26_ITT_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs C,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,ITT,,Hedges' g,0.08,95% CI,-0.41,0.58,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsD_0_Comp_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs D,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,Completer,,Hedges' g,0.22,95% CI,-0.35,0.8,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsD_0_ITT_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs D,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Hedges' g,0.25,95% CI,-0.26,0.76,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsD_26_Comp_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs D,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,Completer,,Hedges' g,0.5,95% CI,-0.11,1.11,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2008_STAIS_AvsD_26_ITT_1,Psychotherapy,PTSD,118,Anxiety,STAI-S,A vs D,Imaginal exposure vs Trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,ITT,,Hedges' g,0.45,95% CI,-0.07,0.97,p=NS,,,,,,,,Community,,,1,,,,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Moulds ML, Guthrie RM, et al. A randomized controlled trial of exposure therapy and cognitive restructuring for posttraumatic stress disorder. J Consult Clin Psychol. 2008 Aug;76(4):695-703. doi: 10.1037/a0012616. PMID: 18665697.",31196,2019
bryant2011_BDIII_AvsB_0_ITT_1,Psychotherapy,PTSD,28,Depression,BDI-II,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling,End of Treatment,0,ITT,,Hedges' g,0.81,95% CI,0.03,1.58,,,partial eta-squared,0.29,,,,p=0.004,Community,,,1,0.9643,,0.0357,Terrorism/political violence/forced displacement,,Medium,"Bryant RA, Ekassawin S, Chakkraband MLS, et al. A randomized controlled effectiveness trial of cognitive behavior therapy for post-traumatic stress disorder in terrorist-affected people in Thailand. World Psychiatry. 2011 Oct;10(3):205-9.  PMID: 21991280.",37395,2019
bryant2011_BDIII_AvsB_12_ITT_1,Psychotherapy,PTSD,28,Depression,BDI-II,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling,Assessment at 3 to <6 Months,12,ITT,,Hedges' g,0.37,95% CI,-0.38,1.13,,,partial eta-squared,0.31,,,,p=0.003,Community,,,1,0.9643,,0.0357,Terrorism/political violence/forced displacement,,Medium,"Bryant RA, Ekassawin S, Chakkraband MLS, et al. A randomized controlled effectiveness trial of cognitive behavior therapy for post-traumatic stress disorder in terrorist-affected people in Thailand. World Psychiatry. 2011 Oct;10(3):205-9.  PMID: 21991280.",37395,2019
bryant2013_BAI_AvsB_0_Comp_1,Psychotherapy,PTSD,70,Anxiety,BAI,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,Completer,,Hedges' g,0.12,95% CI,-0.53,0.79,,,partial eta-squared,0.01,,,,p=0.70,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BAI_AvsB_0_ITT_1,Psychotherapy,PTSD,70,Anxiety,BAI,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Hedges' g,-0.02,95% CI,-0.49,0.45,,,partial eta-squared,0,,,,p=0.86,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BAI_AvsB_26_Comp_1,Psychotherapy,PTSD,70,Anxiety,BAI,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,Completer,,Hedges' g,0.61,95% CI,-0.13,1.36,,,partial eta-squared,0.09,,,,p=0.03,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BAI_AvsB_26_ITT_1,Psychotherapy,PTSD,70,Anxiety,BAI,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,ITT,,Hedges' g,0.38,95% CI,-0.09,0.85,,,partial eta-squared,0.09,,,,p=0.01,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BDIII_AvsB_0_Comp_1,Psychotherapy,PTSD,70,Depression,BDI-II,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,Completer,,Hedges' g,-0.23,95% CI,-0.89,0.43,,,partial eta-squared,0,,,,p=0.73,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BDIII_AvsB_0_ITT_1,Psychotherapy,PTSD,70,Depression,BDI-II,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Hedges' g,0.12,95% CI,-0.35,0.59,,,partial eta-squared,0.03,,,,p=0.21,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BDIII_AvsB_26_Comp_1,Psychotherapy,PTSD,70,Depression,BDI-II,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,Completer,,Hedges' g,0.33,95% CI,-0.4,1.07,,,partial eta-squared,0.12,,,,p=0.05,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2013_BDIII_AvsB_26_ITT_1,Psychotherapy,PTSD,70,Depression,BDI-II,A vs B,Emotion Regulation Training followed by trauma-focused cognitive behavioral therapy (TF-CBT) vs Supportive counseling followed by trauma-focused cognitive behavioral therapy (TF-CBT),Assessment at 6 to <12 Months,26,ITT,,Hedges' g,0.22,95% CI,-0.25,0.69,,,partial eta-squared,0.03,,,,p=0.15,Community,,,1,0.5429,,0.4571,Mixed,"accidents, community/school violence",Medium,"Bryant RA, Mastrodomenico JA, Hopwood S, et al. Augmenting cognitive behaviour therapy for post-traumatic stress disorder with emotion tolerance training: a randomized controlled trial. Psychol Med. 2013 Oct;43(10):2153-60. doi: 10.1017/S0033291713000068. PMID: 23406821.",40045,2019
bryant2019_AUDIT_AvsB_0_ITT_1,Psychotherapy,PTSD,100,Substance Use,AUDIT,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Cohen's d,0,95% CI,-0.5,0.7,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_AUDIT_AvsC_0_ITT_1,Psychotherapy,PTSD,100,Substance Use,AUDIT,A vs C,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.3,95% CI,-0.2,0.9,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_AUDIT_BvsC_0_ITT_1,Psychotherapy,PTSD,100,Substance Use,AUDIT,B vs C,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,ITT,,Cohen's d,0.3,95% CI,-0.5,1.1,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_BDI_AvsB_0_ITT_1,Psychotherapy,PTSD,100,Depression,BDI,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Trauma-focused cognitive behavioral therapy (TF-CBT),End of Treatment,0,ITT,,Cohen's d,0.1,95% CI,-1,0.8,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_BDI_AvsC_0_ITT_1,Psychotherapy,PTSD,100,Depression,BDI,A vs C,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,ITT,,Cohen's d,1.2,95% CI,0.2,2.1,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_BDI_BvsC_0_ITT_1,Psychotherapy,PTSD,100,Depression,BDI,B vs C,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,ITT,,Cohen's d,1.3,95% CI,0.4,2.2,,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
bryant2019_BDI_Omnibus_0_ITT_1,Psychotherapy,PTSD,100,Depression,BDI,Omnibus,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,ITT,,,,,,,p=0.01,,,,,,,,Community,0,0,1,0.23,,0.77,"Other (emergency service personnel including police, firefighters, and paramedics; exposure to fatality)",,Medium,"Bryant RA, Kenny L, Rawson N, et al. Efficacy of exposure-based cognitive behaviour therapy for post-traumatic stress disorder in emergency service personnel: a randomised clinical trial. Psychol Med. 2019 Jul;49(9):1565-73. doi: 10.1017/S0033291718002234. PMID: 30149825.",51039,2020
buhmann2016_HAMA_A+BvsC+D_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,280,Anxiety,HAM-A,A+B vs C+D,Trauma-focused cognitive behavioral therapy (TF-CBT) + sertraline and/or mianserin + Trauma-focused cognitive behavioral therapy (TF-CBT) vs Sertraline and/or mianserin+Waitlist,End of Treatment,0,ITT,Endpoint difference,,,,,,p=0.33,,,,,,,,Community,,,1,0.4101,,0.5899,Terrorism/political violence/forced displacement,,Medium,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",46863,2019
carlson1998_BDI_AvsB_39_Comp_1,Mixed: Psychotherapy & CIH,PTSD,35,Depression,BDI,A vs B,Eye Movement Desensitization and Reprocessing (EMDR) vs Biofeedback-assisted relaxation,Assessment at 6 to <12 Months,39,Completer,,,,,,,p=0.00,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Carlson JG, Chemtob CM, Rusnak K, et al. Eye Movement Desensitization and Reprocessing (EMDR) treatment for combat-related posttraumatic stress disorder. J Trauma Stress. 1998 Jan;11(1):3-24. doi: 10.1023/A:1024448814268. PMID: 9479673.",13921,2019
buhmann2016_HAMA_A+CvsB+D_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,280,Anxiety,HAM-A,A+C vs B+D,Trauma-focused cognitive behavioral therapy (TF-CBT) + sertraline and/or mianserin + Sertraline and/or mianserin vs Trauma-focused cognitive behavioral therapy (TF-CBT)+Waitlist,End of Treatment,0,ITT,Endpoint difference,,,,,,p=0.08,,,,,,,,Community,,,1,0.4101,,0.5899,Terrorism/political violence/forced displacement,,Medium,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",46863,2019
buhmann2016_HAMD_A+BvsC+D_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,280,Depression,HAM-D,A+B vs C+D,Trauma-focused cognitive behavioral therapy (TF-CBT) + sertraline and/or mianserin + Trauma-focused cognitive behavioral therapy (TF-CBT) vs Sertraline and/or mianserin+Waitlist,End of Treatment,0,ITT,Endpoint difference,,,,,,p=0.21,,,,,,,,Community,,,1,0.4101,,0.5899,Terrorism/political violence/forced displacement,,Medium,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",46863,2019
buhmann2016_HAMD_A+CvsB+D_0_ITT_1,Mixed: Psychotherapy & pharmacotherapy,PTSD,280,Depression,HAM-D,A+C vs B+D,Trauma-focused cognitive behavioral therapy (TF-CBT) + sertraline and/or mianserin + Sertraline and/or mianserin vs Trauma-focused cognitive behavioral therapy (TF-CBT)+Waitlist,End of Treatment,0,ITT,Endpoint difference,Cohen's d,0.32,,,,p=0.01,,,,,,,,Community,,,1,0.4101,,0.5899,Terrorism/political violence/forced displacement,,Medium,"Buhmann CB, Nordentoft M, Ekstrom M, et al. The effect of flexible cognitive-behavioural therapy and medical treatment, including antidepressants on post-traumatic stress disorder and depression in traumatised refugees: pragmatic randomised controlled clinical trial. Br J Psychiatry. 2016 Mar;208(3):252-9. doi: 10.1192/bjp.bp.114.150961. PMID: 26541687.",46863,2019
